Date,BDI_Index,Bunker_Fuel_USD,Coal_Price_USD,Port_Wait_Days,Freight_Rate_USD
2023-12-07,2060.1,483.56,167.48,4,34.78
2023-12-08,2044.0,486.81,170.96,3,35.03
2023-12-09,2030.9,485.45,162.17,3,34.43
2023-12-10,2045.1,479.29,168.38,5,34.29
2023-12-11,2078.3,491.33,166.99,4,35.91
2023-12-12,2112.9,484.53,170.21,3,35.57
2023-12-13,2048.5,479.86,170.43,4,35.73
2023-12-14,2074.8,486.16,167.0,2,33.85
2023-12-15,2038.2,496.47,167.09,4,35.09
2023-12-16,2105.3,493.88,168.98,3,35.5
2023-12-17,2023.2,488.55,166.71,3,34.94
2023-12-18,2097.8,489.22,172.01,3,34.74
2023-12-19,2069.9,490.02,168.45,2,34.88
2023-12-20,2072.8,502.69,160.91,2,34.69
2023-12-21,2072.0,494.89,168.57,6,35.66
2023-12-22,2044.5,495.81,166.63,3,34.69
2023-12-23,2047.8,499.49,164.91,3,35.28
2023-12-24,2097.5,496.22,166.13,2,34.3
2023-12-25,2082.3,494.41,170.21,2,35.13
2023-12-26,2083.2,495.41,173.9,4,35.81
2023-12-27,2097.9,496.72,170.89,3,35.33
2023-12-28,2085.2,497.58,168.15,3,34.69
2023-12-29,2076.0,502.09,171.35,2,34.32
2023-12-30,2147.9,499.4,168.62,4,36.11
2023-12-31,2109.6,503.49,167.92,2,34.78
2024-01-01,2086.7,500.28,166.53,2,34.86
2024-01-02,2069.3,501.77,164.73,3,35.64
2024-01-03,2099.5,492.07,168.8,3,35.27
2024-01-04,2082.2,507.33,170.43,2,34.95
2024-01-05,2075.2,505.17,169.64,4,35.66
2024-01-06,2143.3,509.11,168.65,4,36.79
2024-01-07,2070.3,490.32,167.02,5,36.43
2024-01-08,2098.1,515.93,171.64,3,35.89
2024-01-09,2090.0,505.47,165.81,2,35.16
2024-01-10,2133.9,512.39,172.03,3,36.05
2024-01-11,2102.3,502.32,166.64,6,37.32
2024-01-12,2125.9,511.26,167.32,3,36.07
2024-01-13,2054.4,503.6,165.1,4,36.2
2024-01-14,2119.2,506.42,167.92,2,35.18
2024-01-15,2119.7,519.78,172.26,3,35.42
2024-01-16,2108.7,509.92,170.79,2,35.05
2024-01-17,2143.3,512.62,172.09,3,35.81
2024-01-18,2133.6,516.54,170.62,5,37.46
2024-01-19,2113.0,515.32,165.63,6,37.33
2024-01-20,2057.4,514.24,167.84,3,35.12
2024-01-21,2105.5,515.96,166.37,3,36.11
2024-01-22,2115.7,526.8,172.58,5,36.78
2024-01-23,2120.2,515.13,164.86,4,36.94
2024-01-24,2142.4,517.05,171.0,2,35.56
2024-01-25,2117.1,521.93,170.86,3,35.35
2024-01-26,2114.6,522.83,173.52,2,35.48
2024-01-27,2158.0,523.85,166.65,3,36.19
2024-01-28,2107.2,521.72,169.86,3,35.35
2024-01-29,2089.1,513.42,174.41,3,35.85
2024-01-30,2102.1,527.91,165.54,3,36.51
2024-01-31,2083.3,514.6,162.62,2,34.74
2024-02-01,2084.9,522.44,161.41,3,36.11
2024-02-02,2135.7,517.74,169.0,5,36.61
2024-02-03,2049.7,521.76,161.03,4,35.81
2024-02-04,2095.1,524.3,165.37,3,35.77
2024-02-05,2121.2,524.82,167.6,5,36.83
2024-02-06,2127.4,525.88,166.64,5,37.1
2024-02-07,2175.2,532.39,167.15,2,35.78
2024-02-08,2162.0,527.14,166.33,2,36.52
2024-02-09,2084.8,524.18,169.29,4,36.34
2024-02-10,2073.2,530.75,162.37,5,36.88
2024-02-11,2125.2,532.4,162.97,6,37.08
2024-02-12,2089.3,520.82,162.46,5,36.08
2024-02-13,2099.9,530.45,167.03,4,36.83
2024-02-14,2131.6,531.47,167.0,3,35.76
2024-02-15,2127.0,526.96,165.41,2,35.78
2024-02-16,2117.5,535.81,167.36,2,36.18
2024-02-17,2097.4,528.65,160.03,3,35.86
2024-02-18,2113.3,530.49,168.31,4,36.93
2024-02-19,2119.1,529.45,167.62,3,35.99
2024-02-20,2139.8,530.84,164.99,4,36.17
2024-02-21,2097.4,525.72,167.86,3,36.01
2024-02-22,2085.2,524.42,157.28,3,35.83
2024-02-23,2120.8,540.01,160.4,2,36.94
2024-02-24,2111.1,528.21,159.49,3,35.63
2024-02-25,2125.9,527.89,163.58,4,36.42
2024-02-26,2150.7,522.46,157.98,4,36.35
2024-02-27,2136.2,530.42,163.12,6,37.39
2024-02-28,2135.3,527.36,164.66,3,36.12
2024-02-29,2131.8,542.55,162.35,3,36.04
2024-03-01,2106.7,539.73,160.81,3,36.34
2024-03-02,2097.6,531.58,156.7,3,35.87
2024-03-03,2115.8,546.61,156.82,5,37.66
2024-03-04,2146.3,540.57,162.8,4,36.62
2024-03-05,2082.4,534.35,161.08,5,37.42
2024-03-06,2117.1,523.77,158.32,2,35.7
2024-03-07,2132.8,548.01,156.87,5,37.79
2024-03-08,2116.6,529.88,151.73,2,35.73
2024-03-09,2083.7,528.86,154.28,5,36.29
2024-03-10,2117.0,542.45,162.9,3,36.17
2024-03-11,2120.5,549.78,153.01,3,35.86
2024-03-12,2120.5,544.73,157.09,3,36.29
2024-03-13,2149.9,540.85,159.22,5,37.38
2024-03-14,2135.9,541.21,152.1,2,36.02
2024-03-15,2173.9,542.7,156.09,3,37.26
2024-03-16,2117.3,542.41,158.02,5,37.01
2024-03-17,2036.4,540.2,154.91,3,34.84
2024-03-18,2125.3,539.48,163.15,2,37.31
2024-03-19,2112.4,538.79,149.2,3,35.9
2024-03-20,2135.2,535.48,157.04,3,36.7
2024-03-21,2120.6,537.97,153.01,5,36.43
2024-03-22,2095.1,531.02,155.51,4,36.42
2024-03-23,2159.9,539.1,154.17,3,36.25
2024-03-24,2076.9,534.74,150.31,6,35.91
2024-03-25,2100.2,534.25,152.85,3,35.9
2024-03-26,2076.6,540.73,146.25,2,35.5
2024-03-27,2127.3,546.85,153.29,3,36.33
2024-03-28,2160.6,544.53,152.03,3,36.75
2024-03-29,2100.1,532.12,152.71,2,35.47
2024-03-30,2106.4,535.04,153.63,5,36.9
2024-03-31,2077.1,544.7,151.21,4,36.46
2024-04-01,2095.9,535.08,150.21,3,35.98
2024-04-02,2130.6,538.86,146.78,3,36.26
2024-04-03,2101.7,542.71,146.94,4,36.2
2024-04-04,2099.3,535.08,152.29,5,37.06
2024-04-05,2143.6,540.4,152.7,5,37.14
2024-04-06,2086.5,533.14,147.33,3,35.74
2024-04-07,2133.1,536.73,147.84,4,36.92
2024-04-08,2069.1,541.25,144.65,3,35.96
2024-04-09,2115.4,531.59,150.54,3,35.82
2024-04-10,2151.0,541.65,148.68,2,36.63
2024-04-11,2138.4,539.23,152.17,2,35.52
2024-04-12,2053.0,541.96,143.37,3,35.34
2024-04-13,2083.4,540.17,144.54,3,36.24
2024-04-14,2104.6,545.72,146.03,2,36.52
2024-04-15,2128.2,539.36,146.94,4,36.48
2024-04-16,2059.4,536.41,144.02,2,35.49
2024-04-17,2066.4,538.97,141.72,3,35.34
2024-04-18,2064.5,540.88,146.65,3,35.46
2024-04-19,2078.3,538.2,145.84,6,37.55
2024-04-20,2056.8,537.93,140.61,3,35.87
2024-04-21,2135.1,533.98,147.1,2,36.36
2024-04-22,2077.2,533.93,146.22,3,36.26
2024-04-23,2097.8,529.98,142.79,5,35.9
2024-04-24,2103.3,545.47,142.31,6,36.93
2024-04-25,2082.3,530.23,143.42,3,35.92
2024-04-26,2062.0,532.69,138.86,3,35.01
2024-04-27,2100.1,532.27,141.23,5,36.36
2024-04-28,2082.6,540.02,134.37,2,36.13
2024-04-29,2089.4,533.75,143.16,4,36.1
2024-04-30,2067.9,541.13,135.54,3,36.14
2024-05-01,2074.9,531.19,144.44,2,35.36
2024-05-02,2095.4,535.6,138.64,3,35.73
2024-05-03,2077.7,529.66,138.7,3,35.1
2024-05-04,2093.7,544.2,137.16,4,36.61
2024-05-05,2047.7,527.15,137.9,5,36.87
2024-05-06,2135.4,534.25,142.73,3,36.04
2024-05-07,2052.7,535.46,130.74,5,36.48
2024-05-08,2083.7,533.95,141.75,2,34.87
2024-05-09,2068.5,530.54,138.66,3,35.44
2024-05-10,2112.0,530.39,133.76,2,35.79
2024-05-11,2056.7,530.81,133.89,5,36.71
2024-05-12,2068.3,529.41,141.88,4,36.31
2024-05-13,2072.2,534.51,133.76,4,35.38
2024-05-14,2058.8,540.28,132.88,5,36.39
2024-05-15,2070.8,525.96,139.51,4,35.67
2024-05-16,2115.2,521.42,136.87,6,37.02
2024-05-17,2064.1,527.34,132.8,4,35.98
2024-05-18,2088.9,540.18,136.02,5,37.24
2024-05-19,2030.3,522.75,132.06,3,35.4
2024-05-20,2120.8,534.45,138.21,2,36.35
2024-05-21,2125.4,534.12,137.87,3,35.94
2024-05-22,2077.1,522.43,136.07,2,34.69
2024-05-23,2078.3,527.51,135.34,3,36.32
2024-05-24,2071.2,532.26,139.33,3,35.93
2024-05-25,2060.0,521.67,133.84,4,35.61
2024-05-26,2022.3,521.99,130.09,2,34.98
2024-05-27,2020.7,519.53,134.79,2,35.09
2024-05-28,2017.0,516.79,139.51,3,35.14
2024-05-29,2047.4,518.04,130.02,6,36.26
2024-05-30,2001.0,514.58,131.8,3,34.75
2024-05-31,2035.9,520.28,133.96,3,35.41
2024-06-01,2036.7,515.66,132.38,4,35.71
2024-06-02,2063.9,520.08,129.43,4,36.4
2024-06-03,2022.5,510.52,135.58,3,34.93
2024-06-04,2084.9,519.34,139.02,3,35.28
2024-06-05,2070.3,521.23,132.5,2,36.21
2024-06-06,1991.0,506.47,129.06,6,36.0
2024-06-07,2058.6,517.68,126.98,2,35.37
2024-06-08,2039.4,521.32,132.27,3,35.54
2024-06-09,2019.6,508.49,134.68,2,34.66
2024-06-10,2041.7,522.26,132.67,2,34.88
2024-06-11,2035.2,515.34,131.12,4,34.49
2024-06-12,2011.7,509.07,129.25,2,34.1
2024-06-13,2001.8,511.66,127.64,2,34.62
2024-06-14,2019.0,514.08,133.32,3,33.98
2024-06-15,2036.9,511.0,133.46,2,34.79
2024-06-16,2017.0,512.65,125.99,2,34.89
2024-06-17,2040.8,504.69,135.32,5,36.23
2024-06-18,2029.9,509.47,132.19,4,35.72
2024-06-19,2022.4,500.88,134.6,5,36.08
2024-06-20,2027.5,506.71,126.31,5,36.46
2024-06-21,2040.9,502.07,126.18,4,35.9
2024-06-22,2049.4,502.24,129.77,2,34.81
2024-06-23,2064.0,511.41,131.68,4,35.73
2024-06-24,2057.8,510.01,135.52,5,36.16
2024-06-25,2076.9,506.91,132.21,4,35.71
2024-06-26,2016.2,497.72,129.34,3,35.24
2024-06-27,2013.4,500.91,126.96,2,34.65
2024-06-28,2085.3,507.87,133.71,5,36.15
2024-06-29,1938.8,501.83,127.11,4,35.17
2024-06-30,2032.5,512.03,134.89,6,36.22
2024-07-01,2042.2,501.71,129.15,2,34.28
2024-07-02,2044.1,500.01,134.78,2,34.65
2024-07-03,2073.5,496.82,132.05,2,34.51
2024-07-04,2009.5,498.35,129.62,4,35.53
2024-07-05,1990.6,496.23,128.5,2,33.83
2024-07-06,1999.6,499.85,129.06,2,34.25
2024-07-07,2021.4,500.41,131.41,6,36.45
2024-07-08,2037.8,491.01,130.39,2,34.18
2024-07-09,2029.1,487.6,128.43,5,35.71
2024-07-10,1984.7,484.4,129.76,3,33.95
2024-07-11,2010.6,495.44,130.55,5,35.61
2024-07-12,1962.8,486.71,124.0,3,34.43
2024-07-13,1972.1,480.78,131.83,5,34.97
2024-07-14,2020.6,492.82,127.59,5,35.57
2024-07-15,2048.4,502.67,127.15,2,34.9
2024-07-16,1968.1,489.51,125.63,2,33.78
2024-07-17,1996.5,493.07,125.41,3,34.92
2024-07-18,1980.5,488.63,126.82,4,35.32
2024-07-19,2009.9,487.07,128.86,5,35.02
2024-07-20,2001.5,491.51,136.96,3,35.29
2024-07-21,1938.3,484.81,129.64,4,34.26
2024-07-22,2019.3,486.96,131.87,2,35.06
2024-07-23,1987.6,486.59,132.66,5,35.08
2024-07-24,1980.5,481.01,131.99,6,35.74
2024-07-25,2006.9,488.68,131.5,3,34.87
2024-07-26,1988.7,482.21,128.29,3,34.19
2024-07-27,2002.2,478.69,136.38,2,34.03
2024-07-28,1961.3,484.53,137.6,3,34.73
2024-07-29,1983.6,476.75,127.29,3,34.09
2024-07-30,1932.3,480.78,129.43,2,33.3
2024-07-31,2002.9,479.99,131.83,3,33.96
2024-08-01,2015.2,484.87,129.95,3,35.22
2024-08-02,1956.7,481.23,134.54,3,33.88
2024-08-03,1987.5,478.15,131.02,3,34.75
2024-08-04,2028.9,481.79,139.89,2,34.02
2024-08-05,1989.2,484.08,137.16,4,35.24
2024-08-06,2004.7,479.36,134.43,4,35.15
2024-08-07,1918.6,476.07,137.07,3,33.6
2024-08-08,2005.9,468.91,137.52,2,33.59
2024-08-09,1970.6,469.61,132.72,4,34.15
2024-08-10,1967.2,472.87,132.18,6,34.96
2024-08-11,2001.0,470.83,135.09,2,34.3
2024-08-12,2027.2,472.42,137.67,3,34.57
2024-08-13,1993.3,473.13,135.73,2,33.4
2024-08-14,2014.3,474.99,130.82,3,34.34
2024-08-15,1935.2,471.5,133.38,2,33.3
2024-08-16,1999.0,473.8,135.81,3,33.44
2024-08-17,1975.6,471.21,136.06,4,34.39
2024-08-18,1956.0,460.55,142.45,3,34.05
2024-08-19,1915.0,465.27,132.63,3,33.44
2024-08-20,1995.6,468.8,138.57,3,34.3
2024-08-21,2000.0,463.03,141.78,3,34.34
2024-08-22,2029.8,471.64,144.4,2,33.98
2024-08-23,2016.5,475.87,136.64,2,34.36
2024-08-24,1970.8,473.9,139.6,5,35.46
2024-08-25,2012.0,466.34,140.12,2,33.28
2024-08-26,2025.2,474.46,139.28,4,34.78
2024-08-27,1971.9,467.37,138.68,5,35.72
2024-08-28,1978.7,464.57,140.57,3,34.07
2024-08-29,1934.8,462.82,131.96,3,33.61
2024-08-30,2016.8,464.02,141.9,3,34.19
2024-08-31,1938.1,463.25,140.53,5,34.96
2024-09-01,1991.5,465.71,139.78,5,34.54
2024-09-02,1976.9,465.33,146.89,4,34.77
2024-09-03,1946.7,464.23,139.04,2,33.23
2024-09-04,1932.6,466.1,140.16,4,33.75
2024-09-05,1994.3,469.58,147.66,3,34.11
2024-09-06,1949.5,468.09,139.5,3,33.8
2024-09-07,1966.2,455.65,140.66,2,33.17
2024-09-08,2003.7,450.05,142.19,2,34.03
2024-09-09,1996.8,467.24,145.47,4,34.29
2024-09-10,2021.0,455.5,143.9,3,34.26
2024-09-11,1946.4,460.98,139.72,3,33.9
2024-09-12,1936.7,456.04,142.33,3,33.59
2024-09-13,1938.2,452.68,142.43,5,34.6
2024-09-14,1983.4,464.2,144.35,4,34.26
2024-09-15,2058.1,465.11,146.19,3,34.89
2024-09-16,1938.9,458.26,146.51,2,33.45
2024-09-17,1968.1,448.03,140.26,3,34.05
2024-09-18,1967.9,458.11,149.11,5,33.86
2024-09-19,1982.4,462.66,147.02,3,34.2
2024-09-20,1949.8,453.19,150.75,3,33.96
2024-09-21,2010.6,461.39,148.27,3,34.04
2024-09-22,1990.5,460.3,150.58,3,33.81
2024-09-23,2020.0,463.18,149.02,5,34.83
2024-09-24,1999.6,460.81,152.0,3,33.7
2024-09-25,1934.4,455.28,149.87,2,33.37
2024-09-26,2023.2,466.07,148.35,2,34.89
2024-09-27,1950.2,459.26,155.81,3,33.47
2024-09-28,1947.1,459.89,152.0,5,34.29
2024-09-29,1962.9,455.34,151.4,3,33.74
2024-09-30,1956.5,457.78,146.19,5,33.88
2024-10-01,2011.3,455.58,146.5,4,34.25
2024-10-02,1987.6,459.16,151.59,2,33.57
2024-10-03,2037.1,468.61,151.49,2,33.77
2024-10-04,1964.8,453.24,149.55,2,33.8
2024-10-05,1990.4,452.08,152.16,4,33.79
2024-10-06,2026.9,467.57,156.85,2,34.39
2024-10-07,2015.3,459.25,154.51,3,34.8
2024-10-08,1972.6,457.04,149.34,3,33.99
2024-10-09,1994.6,465.68,152.77,4,34.49
2024-10-10,1981.0,457.57,151.03,2,33.61
2024-10-11,1968.7,469.85,152.62,3,33.82
2024-10-12,2000.0,464.25,152.88,3,33.35
2024-10-13,1984.3,458.57,153.02,3,33.56
2024-10-14,2024.5,471.95,151.03,5,35.27
2024-10-15,1999.2,458.31,154.74,2,33.29
2024-10-16,2038.8,465.23,153.77,5,35.12
2024-10-17,1990.6,463.21,147.0,4,34.66
2024-10-18,2013.1,468.42,162.27,3,34.39
2024-10-19,2025.8,469.94,159.71,4,35.28
2024-10-20,2023.2,462.52,155.64,3,34.44
2024-10-21,1958.2,458.83,157.15,2,33.49
2024-10-22,1987.6,465.15,153.89,4,34.19
2024-10-23,1997.9,459.72,162.82,3,33.55
2024-10-24,2047.9,473.45,163.74,4,34.92
2024-10-25,2027.4,464.34,158.83,3,34.09
2024-10-26,2019.2,462.13,161.74,5,35.02
2024-10-27,1954.8,465.18,159.5,3,33.39
2024-10-28,1956.0,457.84,155.27,2,33.65
2024-10-29,2000.8,460.04,158.35,3,33.81
2024-10-30,2014.9,471.23,160.28,4,34.64
2024-10-31,2011.2,462.29,158.82,4,34.62
2024-11-01,1999.0,460.7,159.82,3,34.55
2024-11-02,2062.8,468.98,160.5,5,36.24
2024-11-03,1973.2,472.6,160.82,3,34.81
2024-11-04,2036.5,470.65,161.5,3,34.04
2024-11-05,2046.2,472.43,158.44,5,35.31
2024-11-06,2033.2,464.07,159.75,5,35.0
2024-11-07,2028.1,461.16,158.33,4,34.89
2024-11-08,2068.4,476.2,165.38,5,35.81
2024-11-09,1999.0,467.52,156.4,2,33.57
2024-11-10,2007.8,468.32,166.44,5,34.82
2024-11-11,1998.9,476.66,167.4,3,33.94
2024-11-12,2026.0,473.26,162.59,2,33.05
2024-11-13,2002.3,473.23,155.94,2,33.4
2024-11-14,2078.2,482.25,162.91,3,35.41
2024-11-15,2024.0,468.7,164.05,3,35.01
2024-11-16,2012.7,477.05,161.45,3,35.0
2024-11-17,2006.4,473.2,163.17,2,34.31
2024-11-18,2100.9,474.76,169.54,3,34.72
2024-11-19,2056.2,481.58,167.17,3,34.4
2024-11-20,2021.2,477.0,162.62,3,33.8
2024-11-21,2041.3,477.69,160.82,3,34.46
2024-11-22,2098.5,480.9,164.84,4,35.64
2024-11-23,2032.4,474.26,165.39,5,34.97
2024-11-24,2061.3,472.45,167.72,4,35.35
2024-11-25,2067.3,471.98,164.83,3,35.08
2024-11-26,1991.0,467.94,168.16,4,34.36
2024-11-27,2062.2,488.63,172.62,2,34.09
2024-11-28,2075.5,473.41,169.45,2,35.06
2024-11-29,2034.2,478.41,167.03,3,34.66
2024-11-30,2062.1,478.73,166.8,5,36.45
2024-12-01,2037.3,482.25,166.45,2,34.37
2024-12-02,2059.4,485.4,171.23,2,34.62
2024-12-03,2047.1,486.23,165.96,2,34.08
2024-12-04,2071.6,479.63,168.13,5,35.6
2024-12-05,2065.1,482.33,168.3,4,34.73
2024-12-06,2063.8,485.21,166.78,3,34.45
2024-12-07,2116.1,483.18,164.3,3,35.67
2024-12-08,2122.2,493.1,169.52,3,35.46
2024-12-09,2019.7,488.16,168.5,4,34.91
2024-12-10,2064.5,490.02,170.3,2,34.37
2024-12-11,2130.8,490.31,167.31,5,36.25
2024-12-12,2071.3,493.51,172.68,3,35.63
2024-12-13,2119.0,489.21,166.5,4,35.95
2024-12-14,2061.8,482.48,174.36,2,34.06
2024-12-15,2059.7,491.62,164.07,3,35.46
2024-12-16,2093.6,487.04,170.71,3,35.94
2024-12-17,2072.0,488.32,170.91,3,35.3
2024-12-18,2088.6,494.56,167.17,2,35.28
2024-12-19,2128.9,498.5,170.9,4,36.6
2024-12-20,2105.7,493.09,173.53,2,34.38
2024-12-21,2072.5,495.21,163.1,4,36.35
2024-12-22,2138.7,502.85,171.31,5,37.09
2024-12-23,2091.0,496.23,162.36,3,35.57
2024-12-24,2078.7,508.72,166.99,4,35.81
2024-12-25,2147.9,499.22,174.81,4,35.74
2024-12-26,2084.9,488.27,168.2,3,35.07
2024-12-27,2079.8,501.53,166.45,5,36.34
2024-12-28,2038.8,500.36,169.39,3,34.57
2024-12-29,2076.3,505.59,176.2,3,35.37
2024-12-30,2126.3,503.19,164.5,4,35.68
2024-12-31,2126.9,499.82,166.84,3,35.56
2025-01-01,2093.0,494.57,174.49,3,34.82
2025-01-02,2057.4,500.33,175.56,3,34.58
2025-01-03,2058.9,497.81,169.66,5,36.07
2025-01-04,2041.6,499.85,166.24,5,35.6
2025-01-05,2070.5,506.38,176.21,3,35.17
2025-01-06,2168.7,512.47,174.68,4,36.38
2025-01-07,2155.4,506.78,171.89,5,37.93
2025-01-08,2056.0,499.51,167.37,2,34.98
2025-01-09,2101.6,508.39,169.61,2,35.52
2025-01-10,2075.6,512.83,169.22,4,35.59
2025-01-11,2097.6,504.48,170.64,5,36.55
2025-01-12,2150.1,507.53,173.93,5,36.72
2025-01-13,2134.7,508.94,172.14,3,35.6
2025-01-14,2111.0,505.62,166.19,2,36.04
2025-01-15,2112.3,513.45,173.47,3,36.03
2025-01-16,2137.3,510.27,170.19,2,35.76
2025-01-17,2129.0,513.63,171.21,3,35.55
2025-01-18,2118.6,507.75,173.45,4,35.66
2025-01-19,2094.3,510.66,165.61,2,35.19
2025-01-20,2121.1,517.1,168.72,5,36.5
2025-01-21,2109.8,512.27,167.11,3,36.01
2025-01-22,2099.3,523.41,163.88,3,36.12
2025-01-23,2089.7,513.42,169.5,2,35.25
2025-01-24,2102.5,517.17,175.85,3,36.11
2025-01-25,2084.0,521.34,162.66,2,35.37
2025-01-26,2096.5,510.21,167.94,6,36.48
2025-01-27,2094.5,509.11,169.8,5,36.31
2025-01-28,2087.0,510.9,168.09,3,35.61
2025-01-29,2105.3,525.45,167.22,2,35.9
2025-01-30,2109.8,516.98,163.5,5,36.72
2025-01-31,2170.0,533.13,167.92,3,36.33
2025-02-01,2106.4,518.1,164.78,2,35.81
2025-02-02,2102.3,522.43,160.29,3,36.01
2025-02-03,2111.8,529.79,170.26,5,37.46
2025-02-04,2132.2,532.68,169.36,2,35.88
2025-02-05,2162.9,533.53,166.44,2,35.69
2025-02-06,2154.2,529.82,166.77,5,37.65
2025-02-07,2156.6,529.45,169.1,2,35.76
2025-02-08,2147.8,527.83,166.34,2,36.02
2025-02-09,2141.2,529.29,168.16,3,36.34
2025-02-10,2123.5,523.17,164.34,5,36.85
2025-02-11,2127.5,522.36,168.94,3,35.99
2025-02-12,2111.5,526.95,165.74,6,36.54
2025-02-13,2122.3,526.62,165.12,4,36.08
2025-02-14,2114.9,525.7,160.49,2,36.05
2025-02-15,2143.6,531.93,164.92,6,37.7
2025-02-16,2125.7,533.71,161.32,3,36.97
2025-02-17,2170.7,529.84,161.65,3,36.1
2025-02-18,2097.4,537.25,160.86,3,36.03
2025-02-19,2125.5,524.61,159.85,3,36.54
2025-02-20,2132.0,529.79,169.16,2,35.58
2025-02-21,2124.5,527.61,166.51,2,35.52
2025-02-22,2099.1,522.29,168.01,3,35.71
2025-02-23,2139.5,531.63,158.31,5,36.91
2025-02-24,2137.9,531.84,161.91,3,36.49
2025-02-25,2146.5,540.41,157.54,6,36.97
2025-02-26,2126.9,536.39,159.04,3,36.92
2025-02-27,2100.8,528.49,158.09,3,35.55
2025-02-28,2141.8,543.25,164.27,2,35.24
2025-03-01,2139.6,540.44,159.07,2,36.02
2025-03-02,2082.6,537.59,163.17,3,35.77
2025-03-03,2145.6,533.89,161.48,4,36.7
2025-03-04,2189.0,530.55,166.27,5,37.6
2025-03-05,2121.9,533.8,154.62,6,37.64
2025-03-06,2130.1,541.42,162.52,2,36.64
2025-03-07,2138.3,545.69,161.88,5,37.02
2025-03-08,2144.5,544.27,155.2,3,36.83
2025-03-09,2116.8,534.38,160.83,2,36.03
2025-03-10,2135.9,531.49,158.5,5,36.0
2025-03-11,2115.7,538.05,156.49,4,36.26
2025-03-12,2144.7,528.74,154.38,2,35.37
2025-03-13,2160.0,539.43,154.37,3,36.75
2025-03-14,2122.4,537.29,162.35,3,36.37
2025-03-15,2113.6,535.91,155.87,4,36.69
2025-03-16,2110.9,530.46,157.89,3,35.92
2025-03-17,2117.2,541.19,152.83,6,37.37
2025-03-18,2085.6,536.13,152.54,2,35.52
2025-03-19,2088.0,533.11,157.79,3,35.74
2025-03-20,2118.7,524.74,150.16,3,36.33
2025-03-21,2141.1,539.11,152.62,3,35.99
2025-03-22,2156.4,548.23,153.63,3,36.36
2025-03-23,2127.0,547.79,153.52,4,36.88
2025-03-24,2157.9,537.31,152.31,5,37.18
2025-03-25,2111.8,536.67,153.7,5,36.5
2025-03-26,2143.2,542.11,154.25,5,37.49
2025-03-27,2075.6,534.84,154.03,5,36.4
2025-03-28,2103.4,541.4,148.52,3,35.81
2025-03-29,2112.3,543.77,150.29,5,36.99
2025-03-30,2126.3,546.1,154.38,3,36.04
2025-03-31,2082.4,539.49,153.14,3,35.94
2025-04-01,2118.0,538.98,145.99,3,36.09
2025-04-02,2130.8,535.61,150.82,3,36.08
2025-04-03,2072.1,535.85,143.48,3,35.61
2025-04-04,2078.0,538.82,149.22,6,37.5
2025-04-05,2102.3,541.76,154.43,3,36.29
2025-04-06,2120.1,544.44,145.55,2,35.24
2025-04-07,2079.9,535.79,145.54,3,36.23
2025-04-08,2117.4,547.2,150.0,2,36.15
2025-04-09,2066.1,538.3,142.73,2,35.59
2025-04-10,2148.9,539.45,145.12,2,36.44
2025-04-11,2102.3,535.71,148.47,3,36.06
2025-04-12,2108.4,527.2,144.44,3,36.22
2025-04-13,2118.3,543.61,145.3,4,36.52
2025-04-14,2108.9,542.74,147.9,4,36.95
2025-04-15,2097.1,537.49,146.6,3,36.13
2025-04-16,2082.1,539.06,145.8,3,35.39
2025-04-17,2087.7,541.13,143.65,3,36.43
2025-04-18,2061.5,530.55,145.45,4,36.0
2025-04-19,2062.6,535.52,143.64,2,35.23
2025-04-20,2155.2,541.92,145.05,2,35.99
2025-04-21,2087.9,531.46,141.86,4,36.13
2025-04-22,2130.1,538.96,142.48,3,36.42
2025-04-23,2055.3,530.47,139.74,2,34.8
2025-04-24,2062.3,539.32,142.29,2,34.76
2025-04-25,2059.7,536.55,139.64,5,36.1
2025-04-26,2058.8,528.37,138.42,5,36.55
2025-04-27,2098.3,541.98,142.22,4,36.45
2025-04-28,2078.1,532.19,141.78,3,36.25
2025-04-29,2064.3,531.5,143.18,3,35.66
2025-04-30,2085.0,536.23,139.23,6,37.46
2025-05-01,2098.2,540.64,141.45,6,37.02
2025-05-02,2094.9,529.48,141.58,2,35.33
2025-05-03,2120.5,534.51,140.96,5,36.99
2025-05-04,2068.6,535.99,136.86,2,35.33
2025-05-05,2114.8,536.93,139.5,2,35.68
2025-05-06,2082.3,533.97,139.85,4,35.92
2025-05-07,2035.1,530.86,138.5,3,34.81
2025-05-08,2100.7,528.16,131.94,5,36.98
2025-05-09,2132.1,532.31,138.4,2,36.05
2025-05-10,2093.2,526.1,144.29,3,35.59
2025-05-11,2049.5,516.43,136.3,5,36.29
2025-05-12,2062.2,532.78,134.93,5,36.42
2025-05-13,2066.4,534.67,137.98,2,35.79
2025-05-14,2082.2,517.88,137.54,3,35.1
2025-05-15,2065.7,524.18,139.92,4,35.94
2025-05-16,2104.3,531.85,132.32,2,35.53
2025-05-17,2084.8,538.56,138.04,6,37.22
2025-05-18,2056.3,527.88,137.38,5,36.98
2025-05-19,2040.3,523.64,134.95,2,34.93
2025-05-20,2042.5,525.86,136.16,2,35.33
2025-05-21,2088.6,533.13,138.0,2,35.45
2025-05-22,2026.0,522.5,137.31,5,36.47
2025-05-23,2023.4,521.21,131.04,2,35.11
2025-05-24,2089.9,522.25,136.72,3,35.62
2025-05-25,2022.9,519.35,133.85,3,35.01
